id,name,specialization,hospital,state,city,experience,rating,contact
443,Dr.Rohit Gill,Vascular Surgery,Ayushman Super Specialty Vascular Surgery Center,West Bengal,Kolkata,15,4.9,9435493582
444,Dr.Sanjay Kapoor,Vascular Surgery,CityCare Hospital Vascular Surgery Center,West Bengal,Kolkata,13,4.9,9912795535
445,Dr.Dev Joshi,General Surgery,Ayushman Super Specialty General Surgery Center,West Bengal,Kolkata,23,3.2,9576679637
446,Dr.Anil Pillai,General Surgery,Global Life Hospital General Surgery Center,West Bengal,Kolkata,10,4.2,9941813073
447,Dr.Sunil Mishra,General Surgery,Care Plus Hospital General Surgery Center,West Bengal,Kolkata,22,4.0,9756360625
448,Dr.Reshma Desai,Orthopedics,Medicover Clinic Orthopedics Center,West Bengal,Kolkata,5,3.8,9685664423
449,Dr.Nidhi Desai,Orthopedics,Global Life Hospital Orthopedics Center,West Bengal,Kolkata,29,4.0,9580080333
450,Dr.Aditya Tiwari,Orthopedics,Lotus Health Institute Orthopedics Center,West Bengal,Kolkata,23,3.4,9413691197
451,Dr.Meera Shetty,Dentistry,Healing Touch Hospital Dentistry Center,West Bengal,Kolkata,8,3.2,9947966124
452,Dr.Swati Joshi,Dentistry,Sunrise Multispeciality Dentistry Center,West Bengal,Kolkata,28,4.6,9411879137
453,Dr.Anjali Roy,Dentistry,Lotus Health Institute Dentistry Center,West Bengal,Kolkata,19,4.0,9550190817
454,Dr.Geeta Verma,Gynecology,Shanti Wellness Hospital Gynecology Center,West Bengal,Kolkata,5,4.1,9548719239
455,Dr.Deepika Kulkarni,Gynecology,Medicover Clinic Gynecology Center,West Bengal,Kolkata,4,4.4,9626908438
456,Dr.Arjun Verma,Gynecology,Care Plus Hospital Gynecology Center,West Bengal,Kolkata,19,4.5,9427309962
457,Dr.Nikhil Das,Ophthalmology,Sunrise Multispeciality Ophthalmology Center,West Bengal,Kolkata,5,3.1,9764560263
458,Dr.Nikhil Roy,Ophthalmology,Shanti Wellness Hospital Ophthalmology Center,West Bengal,Kolkata,19,4.8,9370539198
459,Dr.Pooja Saxena,Ophthalmology,Ayushman Super Specialty Ophthalmology Center,West Bengal,Kolkata,8,3.2,9050593773
460,Dr.Sunil Gupta,Addiction Medicine,Sunrise Multispeciality Addiction Medicine Center,West Bengal,Kolkata,10,4.4,9591242027
461,Dr.Ravi Singh,Addiction Medicine,Prime Medicare Hospital Addiction Medicine Center,West Bengal,Kolkata,28,3.6,9211007645
462,Dr.Kavita Dutta,Addiction Medicine,CityCare Hospital Addiction Medicine Center,West Bengal,Kolkata,7,4.7,9625914809
463,Dr.Swati Khan,Cardiology,Prime Medicare Hospital Cardiology Center,Gujarat,Ahmedabad,16,4.8,9324095119
464,Dr.Amit Bhandari,Cardiology,Ayushman Super Specialty Cardiology Center,Gujarat,Ahmedabad,11,4.5,9069217158
465,Dr.Tanvi Sinha,Cardiology,Healing Touch Hospital Cardiology Center,Gujarat,Ahmedabad,15,3.6,9454117462
466,Dr.Rahul Kapoor,Infectious Disease,CityCare Hospital Infectious Disease Center,Gujarat,Ahmedabad,4,3.9,9596130855
467,Dr.Swati Mishra,Infectious Disease,Sanjeevani Hospital Infectious Disease Center,Gujarat,Ahmedabad,14,4.9,9990558478
468,Dr.Reshma Shetty,Infectious Disease,Om Shree Hospital Infectious Disease Center,Gujarat,Ahmedabad,12,4.5,9150063844
469,Dr.Meera Shetty,Endocrinology,Divine Heart Hospital Endocrinology Center,Gujarat,Ahmedabad,20,4.5,9104875437
470,Dr.Ritu Pandey,Endocrinology,Divine Heart Hospital Endocrinology Center,Gujarat,Ahmedabad,14,4.9,9742730769
471,Dr.Tanvi Singh,Endocrinology,Apollo MedCenter Endocrinology Center,Gujarat,Ahmedabad,8,3.2,9142157230
472,Dr.Sunil Desai,Psychiatry,Sunrise Multispeciality Psychiatry Center,Gujarat,Ahmedabad,12,3.4,9288210694
473,Dr.Rohit Reddy,Psychiatry,CureWell Multispecialty Psychiatry Center,Gujarat,Ahmedabad,19,4.8,9874177020
474,Dr.Priya Kapoor,Psychiatry,Vidyasagar Hospital Psychiatry Center,Gujarat,Ahmedabad,16,3.2,9857403142
475,Dr.Preeti Shetty,Pulmonology,Healing Touch Hospital Pulmonology Center,Gujarat,Ahmedabad,23,4.1,9560765081
476,Dr.Sakshi Pillai,Pulmonology,Shanti Wellness Hospital Pulmonology Center,Gujarat,Ahmedabad,10,3.8,9097960922
477,Dr.Deepika Naidu,Pulmonology,Narayana Health Pulmonology Center,Gujarat,Ahmedabad,13,3.8,9960046289
478,Dr.Dev Iyer,Neurology,Om Shree Hospital Neurology Center,Gujarat,Ahmedabad,8,3.4,9899520191
479,Dr.Kavita Dwivedi,Neurology,Healing Touch Hospital Neurology Center,Gujarat,Ahmedabad,24,3.9,9040580404
480,Dr.Sunil Bhattacharya,Neurology,Om Shree Hospital Neurology Center,Gujarat,Ahmedabad,11,3.2,9128889007
481,Dr.Aditya Mohanty,General Medicine,Harmony Health Hub General Medicine Center,Gujarat,Ahmedabad,4,3.5,9928198209
482,Dr.Vikram Jain,General Medicine,CityCare Hospital General Medicine Center,Gujarat,Ahmedabad,6,3.8,9502151592
483,Dr.Sunil Roy,General Medicine,Om Shree Hospital General Medicine Center,Gujarat,Ahmedabad,10,3.9,9770800816
484,Dr.Aditya Nair,Urology,Medicover Clinic Urology Center,Gujarat,Ahmedabad,17,3.1,9902641848
485,Dr.Karan Das,Urology,CureWell Multispecialty Urology Center,Gujarat,Ahmedabad,4,4.9,9034606008
486,Dr.Ravi Saxena,Urology,Fortis Healthcare Urology Center,Gujarat,Ahmedabad,22,4.2,9320303863
487,Dr.Swati Patel,Hematology,Fortis Healthcare Hematology Center,Gujarat,Ahmedabad,12,3.6,9576647842
488,Dr.Lakshmi Jain,Hematology,Shanti Wellness Hospital Hematology Center,Gujarat,Ahmedabad,18,3.3,9283304736
489,Dr.Priya Joshi,Hematology,CityCare Hospital Hematology Center,Gujarat,Ahmedabad,8,4.5,9329856458
490,Dr.Nidhi Pandey,Nephrology,Global Life Hospital Nephrology Center,Gujarat,Ahmedabad,12,4.9,9594286553
491,Dr.Pooja Malhotra,Nephrology,Sunrise Multispeciality Nephrology Center,Gujarat,Ahmedabad,6,3.9,9361678688
492,Dr.Anil Sinha,Nephrology,Fortis Healthcare Nephrology Center,Gujarat,Ahmedabad,4,3.2,9251726441
493,Dr.Sakshi Chauhan,Rheumatology,Fortis Healthcare Rheumatology Center,Gujarat,Ahmedabad,5,4.1,9461795581
494,Dr.Bhavna Pandey,Rheumatology,CureWell Multispecialty Rheumatology Center,Gujarat,Ahmedabad,20,3.1,9548161261
495,Dr.Sakshi Khan,Rheumatology,Ayushman Super Specialty Rheumatology Center,Gujarat,Ahmedabad,22,4.3,9303914314
496,Dr.Neha Dutta,Oncology,Sunrise Multispeciality Oncology Center,Gujarat,Ahmedabad,23,3.4,9394937860
497,Dr.Isha Mehta,Oncology,Ayushman Super Specialty Oncology Center,Gujarat,Ahmedabad,6,4.3,9119527809
498,Dr.Nidhi Roy,Oncology,Medicover Clinic Oncology Center,Gujarat,Ahmedabad,16,3.5,9618444744
499,Dr.Harsha Desai,Dermatology,Shanti Wellness Hospital Dermatology Center,Gujarat,Ahmedabad,4,3.6,9567652841
500,Dr.Yash Tripathi,Dermatology,Sunrise Multispeciality Dermatology Center,Gujarat,Ahmedabad,13,4.7,9182540215
501,Dr.Rohit Pillai,Dermatology,Vidyasagar Hospital Dermatology Center,Gujarat,Ahmedabad,15,4.6,9827014358
502,Dr.Isha Khan,Gastroenterology,Care Plus Hospital Gastroenterology Center,Gujarat,Ahmedabad,24,4.7,9211544631
503,Dr.Sunil Sharma,Gastroenterology,Prime Medicare Hospital Gastroenterology Center,Gujarat,Ahmedabad,5,3.1,9711841421
504,Dr.Dev Kapoor,Gastroenterology,Global Life Hospital Gastroenterology Center,Gujarat,Ahmedabad,25,3.8,9217063160
505,Dr.Karan Choudhary,Hepatology,Ayushman Super Specialty Hepatology Center,Gujarat,Ahmedabad,29,4.3,9212352824
506,Dr.Yash Rastogi,Hepatology,Medicover Clinic Hepatology Center,Gujarat,Ahmedabad,21,4.2,9895216274
507,Dr.Aditya Reddy,Hepatology,Medicover Clinic Hepatology Center,Gujarat,Ahmedabad,4,3.9,9047102775
508,Dr.Bhavna Mehta,Vascular Surgery,Divine Heart Hospital Vascular Surgery Center,Gujarat,Ahmedabad,4,4.0,9706440975
509,Dr.Yash Pillai,Vascular Surgery,Apollo MedCenter Vascular Surgery Center,Gujarat,Ahmedabad,15,4.7,9029054598
510,Dr.Vikram Pandey,Vascular Surgery,Medicover Clinic Vascular Surgery Center,Gujarat,Ahmedabad,25,4.6,9179124035
511,Dr.Sneha Bhandari,General Surgery,Vidyasagar Hospital General Surgery Center,Gujarat,Ahmedabad,28,4.5,9836153073
512,Dr.Deepika Bhattacharya,General Surgery,Apollo MedCenter General Surgery Center,Gujarat,Ahmedabad,11,4.3,9255092053
513,Dr.Dev Reddy,General Surgery,Shanti Wellness Hospital General Surgery Center,Gujarat,Ahmedabad,15,3.2,9445080196
514,Dr.Ravi Sinha,Orthopedics,Apollo MedCenter Orthopedics Center,Gujarat,Ahmedabad,5,4.1,9814460117
515,Dr.Bhavna Chauhan,Orthopedics,Vidyasagar Hospital Orthopedics Center,Gujarat,Ahmedabad,29,3.6,9827367495
516,Dr.Deepika Saxena,Orthopedics,Ayushman Super Specialty Orthopedics Center,Gujarat,Ahmedabad,8,4.4,9031392992
517,Dr.Neha Agarwal,Dentistry,Lotus Health Institute Dentistry Center,Gujarat,Ahmedabad,13,3.6,9238403770
518,Dr.Sanjay Bhandari,Dentistry,Apollo MedCenter Dentistry Center,Gujarat,Ahmedabad,8,3.1,9992281680
519,Dr.Aditya Naidu,Dentistry,CityCare Hospital Dentistry Center,Gujarat,Ahmedabad,27,4.6,9966628908
520,Dr.Sneha Gupta,Gynecology,Prime Medicare Hospital Gynecology Center,Gujarat,Ahmedabad,24,3.2,9237786692
521,Dr.Bhavna Mohanty,Gynecology,Harmony Health Hub Gynecology Center,Gujarat,Ahmedabad,24,3.2,9938230032
522,Dr.Anjali Jain,Gynecology,Sri Ram Medical Center Gynecology Center,Gujarat,Ahmedabad,15,3.1,9793943730
523,Dr.Anjali Das,Ophthalmology,Ayushman Super Specialty Ophthalmology Center,Gujarat,Ahmedabad,29,3.8,9366377885
524,Dr.Manoj Sinha,Ophthalmology,Divine Heart Hospital Ophthalmology Center,Gujarat,Ahmedabad,24,4.6,9325242872
525,Dr.Yash Kulkarni,Ophthalmology,Medicover Clinic Ophthalmology Center,Gujarat,Ahmedabad,28,4.3,9420040748
526,Dr.Yash Mehta,Addiction Medicine,Om Shree Hospital Addiction Medicine Center,Gujarat,Ahmedabad,10,3.5,9659557120
527,Dr.Isha Shetty,Addiction Medicine,Harmony Health Hub Addiction Medicine Center,Gujarat,Ahmedabad,8,4.6,9024552107
528,Dr.Kavita Jain,Addiction Medicine,Fortis Healthcare Addiction Medicine Center,Gujarat,Ahmedabad,26,3.1,9159267898
529,Dr.Gaurav Das,Cardiology,CityCare Hospital Cardiology Center,Rajasthan,Jaipur,7,4.8,9038984663
530,Dr.Anjali Jain,Cardiology,Om Shree Hospital Cardiology Center,Rajasthan,Jaipur,21,5.0,9429760686
531,Dr.Sunil Joshi,Cardiology,Om Shree Hospital Cardiology Center,Rajasthan,Jaipur,6,3.8,9939836631
532,Dr.Vinay Bhattacharya,Infectious Disease,Narayana Health Infectious Disease Center,Rajasthan,Jaipur,24,3.6,9467101576
533,Dr.Neha Das,Infectious Disease,CureWell Multispecialty Infectious Disease Center,Rajasthan,Jaipur,20,3.2,9939403676
534,Dr.Harsha Tiwari,Infectious Disease,Prime Medicare Hospital Infectious Disease Center,Rajasthan,Jaipur,7,4.7,9766479679
535,Dr.Sunil Joshi,Endocrinology,Shanti Wellness Hospital Endocrinology Center,Rajasthan,Jaipur,4,4.3,9899018416
536,Dr.Gaurav Das,Endocrinology,Om Shree Hospital Endocrinology Center,Rajasthan,Jaipur,27,4.3,9301737025
537,Dr.Rahul Das,Endocrinology,Medicover Clinic Endocrinology Center,Rajasthan,Jaipur,16,3.8,9272903757
538,Dr.Sanjay Iyer,Psychiatry,Harmony Health Hub Psychiatry Center,Rajasthan,Jaipur,16,3.5,9061969387
539,Dr.Tanvi Dutta,Psychiatry,Sunrise Multispeciality Psychiatry Center,Rajasthan,Jaipur,30,4.0,9362749154
540,Dr.Anjali Joshi,Psychiatry,Vidyasagar Hospital Psychiatry Center,Rajasthan,Jaipur,9,4.1,9733109193
541,Dr.Isha Agarwal,Pulmonology,Prime Medicare Hospital Pulmonology Center,Rajasthan,Jaipur,15,3.7,9662636409
542,Dr.Raj Choudhary,Pulmonology,Apollo MedCenter Pulmonology Center,Rajasthan,Jaipur,25,3.4,9869577264
543,Dr.Anjali Nair,Pulmonology,Lotus Health Institute Pulmonology Center,Rajasthan,Jaipur,11,3.1,9318343599
544,Dr.Geeta Chatterjee,Neurology,Narayana Health Neurology Center,Rajasthan,Jaipur,22,4.0,9198882513
545,Dr.Geeta Patel,Neurology,Apollo MedCenter Neurology Center,Rajasthan,Jaipur,5,4.5,9612278479
546,Dr.Nikhil Naidu,Neurology,Fortis Healthcare Neurology Center,Rajasthan,Jaipur,29,3.1,9429798425
547,Dr.Lakshmi Naidu,General Medicine,Care Plus Hospital General Medicine Center,Rajasthan,Jaipur,30,3.3,9594838684
548,Dr.Sakshi Tripathi,General Medicine,Sunrise Multispeciality General Medicine Center,Rajasthan,Jaipur,29,4.2,9810504474
549,Dr.Neha Rastogi,General Medicine,Divine Heart Hospital General Medicine Center,Rajasthan,Jaipur,17,5.0,9909936036
550,Dr.Tanvi Patel,Urology,Vidyasagar Hospital Urology Center,Rajasthan,Jaipur,16,3.8,9367695041
551,Dr.Arjun Chatterjee,Urology,Ayushman Super Specialty Urology Center,Rajasthan,Jaipur,15,3.9,9962394575
552,Dr.Geeta Jain,Urology,CityCare Hospital Urology Center,Rajasthan,Jaipur,24,3.1,9753083601
553,Dr.Nidhi Mehta,Hematology,Fortis Healthcare Hematology Center,Rajasthan,Jaipur,30,3.2,9497391389
554,Dr.Sanjay Mishra,Hematology,CureWell Multispecialty Hematology Center,Rajasthan,Jaipur,14,4.0,9992801908
555,Dr.Kriti Shetty,Hematology,Harmony Health Hub Hematology Center,Rajasthan,Jaipur,16,3.5,9668552565
556,Dr.Preeti Mishra,Nephrology,CityCare Hospital Nephrology Center,Rajasthan,Jaipur,24,4.1,9511272780
557,Dr.Yash Dutta,Nephrology,Sri Ram Medical Center Nephrology Center,Rajasthan,Jaipur,5,3.3,9669754124
558,Dr.Isha Kulkarni,Nephrology,Fortis Healthcare Nephrology Center,Rajasthan,Jaipur,9,4.4,9675440546
559,Dr.Arjun Rastogi,Rheumatology,Harmony Health Hub Rheumatology Center,Rajasthan,Jaipur,9,3.9,9315012024
560,Dr.Tanvi Roy,Rheumatology,Global Life Hospital Rheumatology Center,Rajasthan,Jaipur,18,3.8,9530795846
561,Dr.Sneha Chauhan,Rheumatology,Harmony Health Hub Rheumatology Center,Rajasthan,Jaipur,29,4.2,9327729179
562,Dr.Suresh Jain,Oncology,Sri Ram Medical Center Oncology Center,Rajasthan,Jaipur,24,4.9,9600725991
563,Dr.Priya Naidu,Oncology,Sri Ram Medical Center Oncology Center,Rajasthan,Jaipur,6,3.4,9378059596
564,Dr.Anil Kulkarni,Oncology,Medicover Clinic Oncology Center,Rajasthan,Jaipur,17,3.9,9595596036
565,Dr.Gaurav Khan,Dermatology,Medicover Clinic Dermatology Center,Rajasthan,Jaipur,19,3.7,9593376342
566,Dr.Suresh Sinha,Dermatology,Care Plus Hospital Dermatology Center,Rajasthan,Jaipur,26,3.9,9262677856
567,Dr.Nikhil Singh,Dermatology,Narayana Health Dermatology Center,Rajasthan,Jaipur,18,3.7,9011001985
568,Dr.Sanjay Nair,Gastroenterology,Sri Ram Medical Center Gastroenterology Center,Rajasthan,Jaipur,19,3.3,9275145008
569,Dr.Amit Joshi,Gastroenterology,Ayushman Super Specialty Gastroenterology Center,Rajasthan,Jaipur,5,3.4,9265956039
570,Dr.Amit Patel,Gastroenterology,Healing Touch Hospital Gastroenterology Center,Rajasthan,Jaipur,19,4.2,9279774291
571,Dr.Preeti Singh,Hepatology,CityCare Hospital Hepatology Center,Rajasthan,Jaipur,22,4.3,9026659967
572,Dr.Neha Bhandari,Hepatology,Sri Ram Medical Center Hepatology Center,Rajasthan,Jaipur,12,3.1,9128558282
573,Dr.Arjun Kulkarni,Hepatology,Apollo MedCenter Hepatology Center,Rajasthan,Jaipur,19,4.6,9301352417
574,Dr.Raj Malhotra,Vascular Surgery,CityCare Hospital Vascular Surgery Center,Rajasthan,Jaipur,13,4.5,9520528170
575,Dr.Meera Menon,Vascular Surgery,CityCare Hospital Vascular Surgery Center,Rajasthan,Jaipur,15,3.5,9124164139
576,Dr.Anil Reddy,Vascular Surgery,Healing Touch Hospital Vascular Surgery Center,Rajasthan,Jaipur,6,3.4,9844655502
577,Dr.Amit Rastogi,General Surgery,Vidyasagar Hospital General Surgery Center,Rajasthan,Jaipur,22,4.9,9006340841
578,Dr.Meera Verma,General Surgery,Global Life Hospital General Surgery Center,Rajasthan,Jaipur,14,3.2,9896100246
579,Dr.Reshma Rastogi,General Surgery,Fortis Healthcare General Surgery Center,Rajasthan,Jaipur,5,3.9,9348116355
580,Dr.Rahul Roy,Orthopedics,Medicover Clinic Orthopedics Center,Rajasthan,Jaipur,21,4.6,9593267160
581,Dr.Ritu Tripathi,Orthopedics,Shanti Wellness Hospital Orthopedics Center,Rajasthan,Jaipur,16,3.8,9156514329
582,Dr.Preeti Mahajan,Orthopedics,Care Plus Hospital Orthopedics Center,Rajasthan,Jaipur,14,3.5,9720631165
583,Dr.Manoj Choudhary,Dentistry,Sunrise Multispeciality Dentistry Center,Rajasthan,Jaipur,6,4.7,9707842570
584,Dr.Isha Sharma,Dentistry,Shanti Wellness Hospital Dentistry Center,Rajasthan,Jaipur,19,4.0,9006450555
585,Dr.Kavita Khan,Dentistry,Sunrise Multispeciality Dentistry Center,Rajasthan,Jaipur,21,3.5,9294662283
586,Dr.Manoj Mishra,Gynecology,Sanjeevani Hospital Gynecology Center,Rajasthan,Jaipur,9,3.1,9298047215
587,Dr.Rohit Chauhan,Gynecology,Apollo MedCenter Gynecology Center,Rajasthan,Jaipur,10,3.1,9150159054
588,Dr.Tanvi Sharma,Gynecology,Sri Ram Medical Center Gynecology Center,Rajasthan,Jaipur,16,3.4,9237364035
589,Dr.Aditya Naidu,Ophthalmology,Apollo MedCenter Ophthalmology Center,Rajasthan,Jaipur,5,3.5,9746218957
590,Dr.Deepika Patel,Ophthalmology,Ayushman Super Specialty Ophthalmology Center,Rajasthan,Jaipur,21,4.0,9611176318
591,Dr.Nidhi Rastogi,Ophthalmology,CureWell Multispecialty Ophthalmology Center,Rajasthan,Jaipur,20,4.2,9265972619
592,Dr.Nidhi Chauhan,Addiction Medicine,Narayana Health Addiction Medicine Center,Rajasthan,Jaipur,27,3.9,9767077923
593,Dr.Meera Mahajan,Addiction Medicine,CityCare Hospital Addiction Medicine Center,Rajasthan,Jaipur,20,3.6,9604136676
594,Dr.Sunil Mahajan,Addiction Medicine,Prime Medicare Hospital Addiction Medicine Center,Rajasthan,Jaipur,22,4.7,9971480653
595,Dr.Lakshmi Bhandari,Cardiology,Prime Medicare Hospital Cardiology Center,Uttar Pradesh,Lucknow,26,4.5,9075792955
596,Dr.Priya Mahajan,Cardiology,Sri Ram Medical Center Cardiology Center,Uttar Pradesh,Lucknow,7,4.4,9307314750
597,Dr.Manoj Bhandari,Cardiology,Vidyasagar Hospital Cardiology Center,Uttar Pradesh,Lucknow,23,3.7,9635098734
598,Dr.Tanvi Kulkarni,Infectious Disease,Sri Ram Medical Center Infectious Disease Center,Uttar Pradesh,Lucknow,29,4.0,9183523311
599,Dr.Vikram Mohanty,Infectious Disease,Ayushman Super Specialty Infectious Disease Center,Uttar Pradesh,Lucknow,22,3.5,9054603873
600,Dr.Sneha Singh,Infectious Disease,Care Plus Hospital Infectious Disease Center,Uttar Pradesh,Lucknow,23,3.3,9358938246
601,Dr.Dev Das,Endocrinology,Divine Heart Hospital Endocrinology Center,Uttar Pradesh,Lucknow,8,3.9,9906288644
602,Dr.Geeta Shetty,Endocrinology,Sri Ram Medical Center Endocrinology Center,Uttar Pradesh,Lucknow,12,3.0,9442293686
603,Dr.Rahul Jain,Endocrinology,Lotus Health Institute Endocrinology Center,Uttar Pradesh,Lucknow,7,4.8,9721218889
604,Dr.Raj Menon,Psychiatry,Vidyasagar Hospital Psychiatry Center,Uttar Pradesh,Lucknow,23,4.3,9249580510
605,Dr.Ritu Mohanty,Psychiatry,Divine Heart Hospital Psychiatry Center,Uttar Pradesh,Lucknow,24,4.1,9349775354
606,Dr.Nidhi Rastogi,Psychiatry,CityCare Hospital Psychiatry Center,Uttar Pradesh,Lucknow,10,3.2,9834950181
607,Dr.Lakshmi Verma,Pulmonology,Prime Medicare Hospital Pulmonology Center,Uttar Pradesh,Lucknow,28,3.5,9109632772
608,Dr.Dev Nair,Pulmonology,Healing Touch Hospital Pulmonology Center,Uttar Pradesh,Lucknow,16,3.9,9128538478
609,Dr.Geeta Tiwari,Pulmonology,Lotus Health Institute Pulmonology Center,Uttar Pradesh,Lucknow,24,4.7,9019330110
610,Dr.Raj Singh,Neurology,Sunrise Multispeciality Neurology Center,Uttar Pradesh,Lucknow,8,3.4,9499754451
611,Dr.Reshma Tripathi,Neurology,CityCare Hospital Neurology Center,Uttar Pradesh,Lucknow,12,4.0,9965877773
612,Dr.Vinay Mishra,Neurology,Prime Medicare Hospital Neurology Center,Uttar Pradesh,Lucknow,28,3.9,9908102107
613,Dr.Kavita Reddy,General Medicine,Narayana Health General Medicine Center,Uttar Pradesh,Lucknow,20,3.7,9214599664
614,Dr.Neha Kapoor,General Medicine,CureWell Multispecialty General Medicine Center,Uttar Pradesh,Lucknow,25,3.1,9293751108
615,Dr.Pooja Reddy,General Medicine,Lotus Health Institute General Medicine Center,Uttar Pradesh,Lucknow,8,3.5,9403405764
616,Dr.Pooja Khan,Urology,Global Life Hospital Urology Center,Uttar Pradesh,Lucknow,12,3.2,9974541556
617,Dr.Nikhil Khan,Urology,Harmony Health Hub Urology Center,Uttar Pradesh,Lucknow,14,4.8,9257642652
618,Dr.Pooja Nair,Urology,Sri Ram Medical Center Urology Center,Uttar Pradesh,Lucknow,16,4.6,9133209342
619,Dr.Priya Joshi,Hematology,Lotus Health Institute Hematology Center,Uttar Pradesh,Lucknow,17,3.9,9861237608
620,Dr.Vinay Das,Hematology,Care Plus Hospital Hematology Center,Uttar Pradesh,Lucknow,17,3.5,9348239890
621,Dr.Manoj Iyer,Hematology,Healing Touch Hospital Hematology Center,Uttar Pradesh,Lucknow,21,4.0,9064769392
622,Dr.Kavita Iyer,Nephrology,Ayushman Super Specialty Nephrology Center,Uttar Pradesh,Lucknow,24,4.7,9218518936
623,Dr.Raj Pillai,Nephrology,Lotus Health Institute Nephrology Center,Uttar Pradesh,Lucknow,25,3.9,9049565788
624,Dr.Aditya Nair,Nephrology,Healing Touch Hospital Nephrology Center,Uttar Pradesh,Lucknow,10,3.1,9294133427
625,Dr.Raj Saxena,Rheumatology,Medicover Clinic Rheumatology Center,Uttar Pradesh,Lucknow,27,3.6,9706082715
626,Dr.Swati Verma,Rheumatology,Healing Touch Hospital Rheumatology Center,Uttar Pradesh,Lucknow,23,4.5,9118986320
627,Dr.Sakshi Menon,Rheumatology,Divine Heart Hospital Rheumatology Center,Uttar Pradesh,Lucknow,13,3.8,9157915036
628,Dr.Gaurav Menon,Oncology,Harmony Health Hub Oncology Center,Uttar Pradesh,Lucknow,9,3.2,9042364534
629,Dr.Aditya Iyer,Oncology,Sanjeevani Hospital Oncology Center,Uttar Pradesh,Lucknow,21,4.0,9580490415
630,Dr.Rohit Bhattacharya,Oncology,Prime Medicare Hospital Oncology Center,Uttar Pradesh,Lucknow,21,3.9,9809214926
631,Dr.Sneha Nair,Dermatology,Care Plus Hospital Dermatology Center,Uttar Pradesh,Lucknow,21,4.1,9178928337
632,Dr.Suresh Pillai,Dermatology,Fortis Healthcare Dermatology Center,Uttar Pradesh,Lucknow,23,4.4,9773636206
633,Dr.Harsha Chauhan,Dermatology,CureWell Multispecialty Dermatology Center,Uttar Pradesh,Lucknow,22,4.5,9417909853
634,Dr.Kavita Iyer,Gastroenterology,Om Shree Hospital Gastroenterology Center,Uttar Pradesh,Lucknow,19,3.2,9044692984
635,Dr.Preeti Dwivedi,Gastroenterology,Sri Ram Medical Center Gastroenterology Center,Uttar Pradesh,Lucknow,19,3.9,9397662878
636,Dr.Neha Pandey,Gastroenterology,Global Life Hospital Gastroenterology Center,Uttar Pradesh,Lucknow,10,4.7,9712439058
637,Dr.Amit Singh,Hepatology,Sri Ram Medical Center Hepatology Center,Uttar Pradesh,Lucknow,5,4.4,9606027196
638,Dr.Gaurav Patel,Hepatology,Harmony Health Hub Hepatology Center,Uttar Pradesh,Lucknow,17,3.4,9612113209
639,Dr.Anil Mehta,Hepatology,Global Life Hospital Hepatology Center,Uttar Pradesh,Lucknow,16,3.6,9305043943
640,Dr.Kavita Khan,Vascular Surgery,Sunrise Multispeciality Vascular Surgery Center,Uttar Pradesh,Lucknow,15,4.7,9246919340
641,Dr.Yash Mehta,Vascular Surgery,Narayana Health Vascular Surgery Center,Uttar Pradesh,Lucknow,9,3.3,9369078884
642,Dr.Dev Khan,Vascular Surgery,Fortis Healthcare Vascular Surgery Center,Uttar Pradesh,Lucknow,4,4.6,9458461291
643,Dr.Ritu Jain,General Surgery,Care Plus Hospital General Surgery Center,Uttar Pradesh,Lucknow,28,3.3,9276713842
644,Dr.Karan Verma,General Surgery,Sunrise Multispeciality General Surgery Center,Uttar Pradesh,Lucknow,8,4.8,9821715659
645,Dr.Deepika Mohanty,General Surgery,Prime Medicare Hospital General Surgery Center,Uttar Pradesh,Lucknow,10,4.9,9000281758
646,Dr.Gaurav Khan,Orthopedics,Harmony Health Hub Orthopedics Center,Uttar Pradesh,Lucknow,25,4.8,9069358906
647,Dr.Manoj Verma,Orthopedics,CureWell Multispecialty Orthopedics Center,Uttar Pradesh,Lucknow,28,4.3,9024521381
648,Dr.Raj Saxena,Orthopedics,Global Life Hospital Orthopedics Center,Uttar Pradesh,Lucknow,25,5.0,9655565233
649,Dr.Karan Nair,Dentistry,Divine Heart Hospital Dentistry Center,Uttar Pradesh,Lucknow,6,4.8,9477119761
650,Dr.Raj Rastogi,Dentistry,Narayana Health Dentistry Center,Uttar Pradesh,Lucknow,7,3.7,9208347434
651,Dr.Sneha Shetty,Dentistry,Sri Ram Medical Center Dentistry Center,Uttar Pradesh,Lucknow,4,3.1,9395665155
652,Dr.Dev Dwivedi,Gynecology,Harmony Health Hub Gynecology Center,Uttar Pradesh,Lucknow,21,4.9,9007714835
653,Dr.Harsha Nair,Gynecology,Ayushman Super Specialty Gynecology Center,Uttar Pradesh,Lucknow,9,3.2,9041358524
654,Dr.Nidhi Rastogi,Gynecology,Sri Ram Medical Center Gynecology Center,Uttar Pradesh,Lucknow,26,4.8,9562618163
655,Dr.Sneha Choudhary,Ophthalmology,Prime Medicare Hospital Ophthalmology Center,Uttar Pradesh,Lucknow,19,4.5,9442451648
656,Dr.Swati Singh,Ophthalmology,Global Life Hospital Ophthalmology Center,Uttar Pradesh,Lucknow,21,4.3,9183984130
657,Dr.Ravi Gupta,Ophthalmology,CityCare Hospital Ophthalmology Center,Uttar Pradesh,Lucknow,15,3.8,9541298290
